9.969483017921447754e-01,9.712902829051017761e-05,2.954664407297968864e-03
6.931099109351634979e-03,8.969114278443157673e-04,9.921720027923583984e-01
3.625380694866180420e-01,2.905962523072957993e-03,6.345559954643249512e-01
9.486084580421447754e-01,7.442276692017912865e-04,5.064741522073745728e-02
9.547286629676818848e-01,5.542721482925117016e-04,4.471710324287414551e-02
9.961143732070922852e-01,1.325003977399319410e-04,3.753086319193243980e-03
9.968426227569580078e-01,1.024302109726704657e-04,3.054953645914793015e-03
9.924492835998535156e-01,1.566981809446588159e-04,7.394038606435060501e-03
9.989024400711059570e-01,5.072600106359459460e-05,1.046861754730343819e-03
9.993675351142883301e-01,3.576921881176531315e-05,5.967905162833631039e-04
9.983192086219787598e-01,6.310891330940648913e-05,1.617712085135281086e-03
9.991320967674255371e-01,4.671823990065604448e-05,8.212128304876387119e-04
9.992451667785644531e-01,4.309642827138304710e-05,7.117285276763141155e-04
9.993721842765808105e-01,4.079748032381758094e-05,5.870469030924141407e-04
9.998102784156799316e-01,1.942305971169844270e-05,1.703496964182704687e-04
9.998388290405273438e-01,1.758479811542201787e-05,1.434679870726540685e-04
9.997758269309997559e-01,2.191778003179933876e-05,2.022316184593364596e-04
9.997952580451965332e-01,2.129638778569642454e-05,1.834339927881956100e-04
9.999172687530517578e-01,1.250743571290513501e-05,7.022947829682379961e-05
9.998480081558227539e-01,1.826165862439665943e-05,1.336916320724412799e-04
9.997314810752868652e-01,2.908385613409336656e-05,2.394069451838731766e-04
9.999200105667114258e-01,1.346139197266893461e-05,6.650835712207481265e-05
9.999026060104370117e-01,1.606975820322986692e-05,8.134531526593491435e-05
9.996277093887329102e-01,4.099346551811322570e-05,3.312941116746515036e-04
9.996040463447570801e-01,4.460556738195009530e-05,3.513981355354189873e-04
9.998354911804199219e-01,2.594044599391054362e-05,1.384606439387425780e-04
9.998194575309753418e-01,2.967480395454913378e-05,1.509124995209276676e-04
9.994317889213562012e-01,6.683987885480746627e-05,5.013285554014146328e-04
9.993169307708740234e-01,8.313467697007581592e-05,5.998914712108671665e-04
9.992055296897888184e-01,9.123047493631020188e-05,7.032350404188036919e-04
9.991127848625183105e-01,1.129272568505257368e-04,7.742702146060764790e-04
9.986941218376159668e-01,1.444884401280432940e-04,1.161375897936522961e-03
9.924997687339782715e-01,4.387105873320251703e-04,7.061528507620096207e-03
9.829985499382019043e-01,6.828354671597480774e-04,1.631861180067062378e-02
9.926746487617492676e-01,4.953872412443161011e-04,6.829980295151472092e-03
9.957259893417358398e-01,3.842537116724997759e-04,3.889745566993951797e-03
9.765172004699707031e-01,1.084510586224496365e-03,2.239831350743770599e-02
7.496007680892944336e-01,3.369724145159125328e-03,2.470295429229736328e-01
8.528929352760314941e-01,3.104744479060173035e-03,1.440022587776184082e-01
8.459792137145996094e-01,3.136028535664081573e-03,1.508848518133163452e-01
1.210076734423637390e-02,9.298194781877100468e-04,9.869693517684936523e-01
1.247107908129692078e-01,3.236362012103199959e-03,8.720528483390808105e-01
8.119981288909912109e-01,3.318254603073000908e-03,1.846836656332015991e-01
2.137225866317749023e-02,1.295485300943255424e-03,9.773322939872741699e-01
