9.008037793597590337e+01,1.873515791761640159e+01,-3.861129248894725752e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
8.841525588592409690e+01,2.019421837490362392e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
8.675013383587229043e+01,2.165327883219084626e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
8.508501178582048396e+01,2.311233928947806859e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
8.341988973576867750e+01,2.457139974676529093e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
8.175476768571687103e+01,2.603046020405251326e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
8.008964563566506456e+01,2.748952066133973560e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
7.842452358561325809e+01,2.894858111862695793e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
7.675940153556145162e+01,3.040764157591418027e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
7.509427948550964516e+01,3.186670203320140260e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
7.342915743545783869e+01,3.332576249048862849e+01,-3.861129248894725752e+00,-1.665122050051803981e+01,1.459060457287223045e+01,0.000000000000000000e+00,4.453393331342461181e+00,4.494551620023717220e+00
