5.776809823681903211e-01,3.814382976267879227e-02,3.841751878691307964e-01
1.182559213644555907e-01,2.274663669069246219e-02,8.589974419448519471e-01
2.147845879553689219e-01,2.615368547170519586e-01,5.236785573275791750e-01
1.779390852332161654e-01,7.433226065517958281e-01,7.873830821498814525e-02
1.836296112421982596e-01,4.850347683659273490e-01,3.313356203918743637e-01
1.750005189806042027e-01,1.592566763640381466e-01,6.657428046553576229e-01
2.683489737568510725e-01,3.212682131362112892e-01,4.103828131069377494e-01
1.702380996768983468e-01,7.114837945148150267e-01,1.182781058082867515e-01
9.720955896340281732e-02,6.291962620529732986e-01,2.735941789836239812e-01
3.513360182556388850e-02,3.046499325925855484e-01,6.602164655818506533e-01
2.721539598909508695e-02,3.101598859132293495e-01,6.626247180976755358e-01
2.413345733373196619e-02,5.008116865596599077e-01,4.750548561066082476e-01
1.748977864222272041e-02,6.899351430860370948e-01,2.925750782717403964e-01
1.217831321200759341e-02,8.197143644001836371e-01,1.681073223878088163e-01
1.578931428052772132e-02,8.708675902465128349e-01,1.133430954729594681e-01
1.539989620592623239e-02,9.145432674196458667e-01,7.005683637442804146e-02
1.867757613562082489e-02,9.343117487084890982e-01,4.701067515589000406e-02
2.420546776488302979e-02,9.398759385107017250e-01,3.591859372441520010e-02
3.082814129036367048e-02,9.351395061439491396e-01,3.403235256568726275e-02
4.233218618106238812e-02,9.185655339650584672e-01,3.910227985387908223e-02
4.736769408050672814e-02,9.153044819541272803e-01,3.732782396536606095e-02
4.841473462502830782e-02,9.169359916549661982e-01,3.464927372000540379e-02
5.190003565337317909e-02,9.122332997186669568e-01,3.586666462795998211e-02
4.773211072111444020e-02,9.188659574154389720e-01,3.340193186344649762e-02
5.323209804713062432e-02,9.115506595410979296e-01,3.521724241177149467e-02
5.525995216941414351e-02,9.081030534036585999e-01,3.663699442692716635e-02
5.664207334217608025e-02,9.038502931816776442e-01,3.950763347614635185e-02
6.321338758478238506e-02,8.935477397657906051e-01,4.323887264942701675e-02
7.203626394108725295e-02,8.764071764347610705e-01,5.155655962415169047e-02
7.250058803607016544e-02,8.789216525819639747e-01,4.857775938196591536e-02
7.774396657261446741e-02,8.752600852425787004e-01,4.699594818480690855e-02
7.993838857546434196e-02,8.719496402818482927e-01,4.811197114268725428e-02
7.907192275099926559e-02,8.726931237652224560e-01,4.823495348377818820e-02
8.172918140483856342e-02,8.691885176722204953e-01,4.908230092294097596e-02
8.779524697385054921e-02,8.608555797415268218e-01,5.134917328462261510e-02
9.466411922520191757e-02,8.507776022028834539e-01,5.455827857191452440e-02
1.023228149409119575e-01,8.430236792732106466e-01,5.465350578587740982e-02
1.077273759488304866e-01,8.413768245697021975e-01,5.089579948146733673e-02
1.091915280319674386e-01,8.384826440110312307e-01,5.232582795700123357e-02
1.125583053842341558e-01,8.344138962406073556e-01,5.302779837515844003e-02
1.170840390392911962e-01,8.244018414027683983e-01,5.851411955794059289e-02
1.230069968834472394e-01,8.116717543949395486e-01,6.532124872161325368e-02
1.278538081026721340e-01,8.110633994116650536e-01,6.108279248566279157e-02
1.342172514187257026e-01,8.060109326918509787e-01,5.977181588942327706e-02
1.356814085947171677e-01,8.011517835565951096e-01,6.316680784868783372e-02
1.406971754222902660e-01,7.976503477314975665e-01,6.165247684621225771e-02
1.461434574663811325e-01,7.894556256162255092e-01,6.440091691739326107e-02
1.504972045523356172e-01,7.863048636873386510e-01,6.319793176032567628e-02
1.581349426951200454e-01,7.771656831048763259e-01,6.469937420000354544e-02
1.642281704199465564e-01,7.638667155156116939e-01,7.190511406444169418e-02
1.644451304272472325e-01,7.652769732775210887e-01,7.027789629523165105e-02
1.629164396073512211e-01,7.692612034099487461e-01,6.782235698269997726e-02
1.687977887620118467e-01,7.651045971694528935e-01,6.609761406853532917e-02
1.734787967862474745e-01,7.581454915629134428e-01,6.837571165083899949e-02
1.781844764891292732e-01,7.530606378397688427e-01,6.875488567110198124e-02
1.836295991684796514e-01,7.460696944219918914e-01,7.030070640952849892e-02
1.855333072132281658e-01,7.429332938851944679e-01,7.153339890157740799e-02
1.911710804935235208e-01,7.404033485625322042e-01,6.842557094394433048e-02
1.944081308326002511e-01,7.363119336781804858e-01,6.927993548921911049e-02
1.969384442177248562e-01,7.346629915551203815e-01,6.839856422715480389e-02
